CA(EØ) [°];CA(EL) [°];CA(ER) [°];CA(C) [°];CA(PØ) [°];CA(PL) [°];CA(PR) [°];CA(TØ) [°];CA(TL) [°];CA(TR) [°];Volumen [µl];Ø [mm];Área de la base [mm²];Superficie de la gota [mm²];SL Tilt [°];IFT [mN/m];Fase de la gota;Fase ambiente;Sustrato;?(d) [g/cm³];?(a) [g/cm³];?? [g/cm³];X [mm];Y [mm];Inclinación [°];T(a) [°C];T(d) [°C];T(s) [°C];Presión [bar];Humedad [% HR];Tamaño de referencia [mm];Referencia [px/mm]
n/a;n/a;n/a;8,12;n/a;n/a;n/a;8,62;5,91;11,34;2,77;3,600;10,179;13,406;0,25;24,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,88;6,20;11,56;2,65;3,575;10,038;13,211;0,25;20,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,13;n/a;n/a;n/a;8,52;5,51;11,52;2,99;3,595;10,151;13,479;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,04;n/a;n/a;n/a;9,74;7,46;12,02;2,68;3,570;10,010;13,084;0,25;41,84;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,09;n/a;n/a;n/a;9,17;6,35;12,00;3,20;3,570;10,010;13,443;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,10;n/a;n/a;n/a;9,20;6,28;12,12;3,17;3,600;10,179;13,839;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;9,13;6,11;12,15;2,82;3,605;10,207;13,545;0,25;10,43;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;7,38;3,07;11,70;13,21;14,43;11,99;3,39;3,600;10,179;14,135;0,25;20,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,05;n/a;n/a;n/a;8,78;6,23;11,34;2,66;3,605;10,207;13,252;0,25;7370,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;9,01;6,02;12,01;3,09;3,590;10,122;13,604;0,25;46,62;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,04;n/a;n/a;n/a;9,11;5,97;12,26;2,52;3,590;10,122;13,226;0,25;0,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,94;n/a;n/a;n/a;9,02;6,24;11,81;2,78;3,575;10,038;13,159;0,25;17,91;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,95;n/a;n/a;n/a;9,53;7,23;11,83;3,03;3,595;10,151;13,662;0,25;0,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,04;n/a;n/a;n/a;8,78;6,40;11,15;3,69;3,600;10,179;14,324;0,25;138633,57;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,04;n/a;n/a;n/a;8,96;6,17;11,75;3,00;3,595;10,151;13,735;0,25;5,25;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;9,09;6,15;12,02;3,00;3,595;10,151;13,671;0,25;549,71;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;13,66;15,82;11,50;2,92;3,600;10,179;13,408;0,25;20,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,96;n/a;n/a;n/a;9,02;5,74;12,31;3,18;3,575;10,038;13,707;0,25;7825,71;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;8,79;5,94;11,64;2,91;3,590;10,122;13,512;0,25;18,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,81;5,87;11,75;2,73;3,580;10,066;13,199;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,65;5,77;11,52;2,80;3,580;10,066;13,267;0,25;23,81;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;9,00;5,91;12,08;2,96;3,605;10,207;13,628;0,25;0,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,94;6,17;11,72;3,09;3,585;10,094;13,583;0,25;430,45;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,06;n/a;n/a;n/a;8,92;6,02;11,82;3,12;3,585;10,094;13,600;0,25;93,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;9,13;6,12;12,14;2,69;3,590;10,122;13,347;0,25;5,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,98;6,30;11,66;3,28;3,575;10,038;13,529;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;8,97;5,85;12,08;2,91;3,585;10,094;13,361;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,68;6,18;11,17;2,43;3,590;10,122;12,913;0,25;14,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;8,85;6,10;11,60;2,76;3,575;10,038;13,326;0,25;16,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,73;5,25;12,20;3,14;3,595;10,151;13,660;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,81;6,03;11,60;3,09;3,575;10,038;13,456;0,25;17,47;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;9,02;6,41;11,63;2,88;3,570;10,010;13,383;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,04;n/a;n/a;n/a;8,79;5,98;11,60;2,71;3,600;10,179;13,454;0,25;38,65;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;14,00;15,92;12,07;2,70;3,580;10,066;13,239;0,25;20,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;9,16;6,29;12,02;3,25;3,590;10,122;13,749;0,25;21,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;13,72;15,54;11,91;2,95;3,595;10,151;13,426;0,25;0,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,94;n/a;n/a;n/a;8,72;5,92;11,52;2,53;3,580;10,066;13,071;0,25;17,88;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;13,27;15,32;11,23;2,62;3,580;10,066;13,041;0,25;0,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;9,11;5,93;12,28;2,44;3,575;10,038;12,854;0,25;6,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;8,77;5,48;12,05;2,55;3,585;10,094;13,194;0,25;5,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;9,06;6,42;11,71;2,58;3,575;10,038;13,088;0,25;16,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,96;5,93;11,99;3,07;3,590;10,122;13,743;0,25;15,23;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,08;n/a;n/a;n/a;8,89;6,00;11,78;3,03;3,575;10,038;13,309;0,25;0,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,90;5,86;11,94;2,43;3,590;10,122;13,014;0,25;24,06;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;9,02;6,28;11,76;2,74;3,590;10,122;13,213;0,25;52,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,91;6,27;11,55;2,66;3,575;10,038;13,080;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;9,00;6,55;11,46;2,56;3,575;10,038;13,043;0,25;17,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;13,30;15,26;11,33;2,75;3,590;10,122;13,189;0,25;0,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,10;n/a;n/a;n/a;8,95;6,04;11,86;2,64;3,575;10,038;13,051;0,25;10,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;13,59;15,81;11,37;2,69;3,590;10,122;13,303;0,25;5,17;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;13,69;15,66;11,72;2,77;3,590;10,122;13,365;0,25;0,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;9,77;8,31;11,23;2,72;3,590;10,122;13,312;0,25;37,44;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;8,82;5,94;11,70;2,76;3,570;10,010;13,291;0,25;20,25;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,93;n/a;n/a;n/a;8,54;5,93;11,15;2,56;3,575;10,038;12,925;0,25;0,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,76;5,15;12,37;2,76;3,590;10,122;13,301;0,25;177,59;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;10,16;8,38;11,94;2,60;3,595;10,151;13,204;0,25;9,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,94;n/a;n/a;n/a;8,73;5,83;11,63;2,42;3,590;10,122;13,136;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,96;n/a;n/a;n/a;8,76;6,03;11,48;2,71;3,575;10,038;13,326;0,25;33,24;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;9,15;7,34;10,95;2,52;3,600;10,179;13,005;0,25;128,54;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,92;n/a;n/a;n/a;8,27;5,25;11,30;2,76;3,595;10,151;13,409;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;8,68;5,99;11,37;2,84;3,590;10,122;13,425;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;8,72;5,82;11,61;2,47;3,595;10,151;13,101;0,25;0,06;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,84;6,32;11,37;3,11;3,590;10,122;13,637;0,25;18,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,96;7,05;10,88;2,17;3,580;10,066;12,568;0,25;15,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;9,48;7,44;11,51;2,71;3,570;10,010;13,121;0,25;4,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;8,69;6,18;11,19;2,89;3,575;10,038;13,513;0,25;7169,46;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,78;5,95;11,61;2,74;3,575;10,038;13,344;0,25;21,75;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;8,95;5,99;11,90;2,63;3,575;10,038;13,113;0,25;4,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,90;5,99;11,81;3,02;3,595;10,151;13,599;0,25;10,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,02;n/a;n/a;n/a;7,90;5,17;10,62;2,16;3,590;10,122;12,661;0,25;5,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,51;5,86;11,15;2,74;3,595;10,151;13,234;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,05;n/a;n/a;n/a;8,70;5,96;11,43;2,23;3,575;10,038;12,590;0,25;18,79;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,88;6,44;11,32;3,32;3,585;10,094;13,654;0,25;0,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;9,70;8,00;11,40;2,95;3,590;10,122;13,455;0,25;0,06;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;9,25;6,68;11,83;2,83;3,590;10,122;13,266;0,25;21,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,35;5,57;11,13;2,59;3,585;10,094;12,934;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,53;5,78;11,29;2,15;3,595;10,151;12,742;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;9,57;7,65;11,49;2,88;3,575;10,038;13,323;0,25;575810,33;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,79;6,21;11,36;2,76;3,570;10,010;13,326;0,25;0,46;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;8,29;6,26;10,33;2,12;3,575;10,038;12,549;0,25;18,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;8,62;5,91;11,33;2,66;3,570;10,010;13,067;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,04;n/a;n/a;n/a;8,56;6,00;11,13;2,35;3,580;10,066;12,854;0,25;35066,52;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,97;n/a;n/a;n/a;8,73;5,82;11,64;2,58;3,590;10,122;13,176;0,25;326430,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,50;5,86;11,14;2,80;3,590;10,122;13,365;0,25;3,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,73;5,76;11,71;2,91;3,575;10,038;13,251;0,25;18,73;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,43;5,44;11,42;2,47;3,590;10,122;13,030;0,25;16,74;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,62;6,09;11,15;2,97;3,570;10,010;13,336;0,25;0,06;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;8,70;6,00;11,40;2,26;3,585;10,094;12,801;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,91;n/a;n/a;n/a;12,80;14,72;10,89;2,32;3,590;10,122;12,713;0,25;7,68;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,93;n/a;n/a;n/a;8,74;6,00;11,47;2,76;3,595;10,151;13,380;0,25;65,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;9,16;7,19;11,13;2,23;3,580;10,066;12,787;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,96;n/a;n/a;n/a;9,08;7,13;11,03;2,08;3,585;10,094;12,555;0,25;7,94;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,69;5,91;11,46;2,57;3,600;10,179;13,238;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,94;n/a;n/a;n/a;8,80;5,93;11,66;2,65;3,590;10,122;13,319;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;9,83;7,99;11,67;2,47;3,590;10,122;12,908;0,25;16,29;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,77;5,93;11,60;2,60;3,590;10,122;13,310;0,25;22,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,98;5,90;12,06;2,65;3,595;10,151;13,232;0,25;21,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,72;5,98;11,46;2,60;3,570;10,010;13,152;0,25;25,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,00;n/a;n/a;n/a;8,19;5,43;10,95;2,36;3,585;10,094;12,982;0,25;0,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,98;n/a;n/a;n/a;8,60;6,61;10,59;2,60;3,585;10,094;12,897;0,25;0,26;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,01;n/a;n/a;n/a;8,82;6,11;11,54;2,81;3,590;10,122;13,441;0,25;10,30;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;7,99;n/a;n/a;n/a;8,47;5,86;11,08;2,11;3,595;10,151;12,698;0,25;30165,91;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;8,60;5,76;11,43;2,68;3,575;10,038;13,061;0,25;27,13;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,9;n/a;n/a;n/a;1,00;200,000
